"date","DAX","TA 35","FTSE","DFM","BIST"
2011-10-19,"5,913.53",NA,"5,450.49","1,363.35","57,798.73"
2011-10-20,"5,766.48",NA,"5,384.68","1,366.34","55,904.51"
2011-10-21,"5,970.96",NA,"5,488.65",NA,"56,792.34"
2011-10-24,"6,055.27","1,140.95","5,548.06","1,359.77","56,259.37"
2011-10-25,"6,046.75","1,135.27","5,525.54","1,353.69","56,278.39"
2011-10-26,"6,016.07","1,140.48","5,553.24","1,353.84","55,469.92"
2011-10-27,"6,337.84","1,168.52","5,713.82","1,379.95","56,616.81"
2011-10-28,"6,346.19",NA,"5,702.24",NA,"57,042.36"
2011-10-31,"6,141.34","1,133.68","5,544.22","1,408.06","56,061.47"
2011-11-01,"5,834.51","1,102.07","5,421.57","1,382.71","54,851.52"
2011-11-02,"5,965.63","1,100.68","5,484.10","1,377.48","55,721.42"
2011-11-03,"6,133.18","1,106.52","5,545.64","1,384.28","56,522.77"
2011-11-04,"5,966.16",NA,"5,527.16",NA,"56,180.24"
2011-11-07,"5,928.68","1,111.97","5,510.82",NA,NA
2011-11-08,"5,961.44","1,126.99","5,567.34",NA,NA
2011-11-09,"5,829.54","1,092.97","5,460.38","1,390.07",NA
2011-11-10,"5,867.81","1,105.84","5,444.82","1,382.72","55,540.67"
2011-11-11,"6,057.03",NA,"5,545.38",NA,"56,201.45"
2011-11-14,"5,985.02","1,122.41","5,519.04","1,387.81","55,875.72"
2011-11-15,"5,933.14","1,117.15","5,517.44","1,388.23","55,922.53"
2011-11-16,"5,913.36","1,112.21","5,509.02","1,387.13","55,927.45"
2011-11-17,"5,850.17","1,103.68","5,423.14","1,379.05","55,089.82"
2011-11-18,"5,800.24",NA,"5,362.94",NA,"54,473.90"
2011-11-21,"5,606.00","1,047.89","5,222.60","1,355.18","52,752.15"
2011-11-22,"5,537.39","1,031.81","5,206.82","1,351.09","51,986.38"
2011-11-23,"5,457.77","1,029.13","5,139.78","1,347.07","51,091.51"
2011-11-24,"5,428.11","1,017.64","5,127.57","1,348.59","49,621.67"
2011-11-25,"5,492.87",NA,"5,164.65",NA,"51,071.22"
2011-11-28,"5,745.33","1,065.31","5,312.76","1,367.37","52,283.58"
2011-11-29,"5,799.91","1,040.96","5,337.00","1,370.44","52,092.78"
2011-11-30,"6,088.84","1,082.36","5,505.42","1,378.94","54,517.76"
2011-12-01,"6,035.88","1,085.20","5,489.34","1,370.44","53,806.64"
2011-12-02,"6,080.68",NA,"5,552.29",NA,"54,769.25"
2011-12-05,"6,106.09","1,108.94","5,567.96","1,399.45","55,195.81"
2011-12-06,"6,028.82","1,090.20","5,568.72","1,382.92","54,679.11"
2011-12-07,"5,994.73","1,067.98","5,546.91","1,386.27","55,138.85"
2011-12-08,"5,874.44","1,070.73","5,483.77","1,384.37","53,499.25"
2011-12-09,"5,986.71",NA,"5,529.21",NA,"53,834.91"
2011-12-12,"5,785.43","1,063.47","5,427.86","1,388.19","52,444.07"
2011-12-13,"5,774.26","1,077.15","5,490.15","1,393.02","52,551.52"
2011-12-14,"5,675.14","1,074.70","5,366.80","1,385.07","51,338.97"
2011-12-15,"5,730.62","1,093.37","5,400.85","1,367.49","51,886.47"
2011-12-16,"5,701.78",NA,"5,387.34",NA,"51,665.78"
2011-12-19,"5,670.71","1,099.18","5,364.99","1,374.20","50,742.08"
2011-12-20,"5,847.03","1,107.73","5,419.60","1,360.80","52,126.94"
2011-12-21,"5,791.53","1,092.30","5,389.74","1,335.87","51,747.43"
2011-12-22,"5,852.18","1,091.46","5,456.97","1,339.03","51,591.56"
2011-12-23,"5,878.93",NA,"5,512.70",NA,"51,948.62"
2011-12-27,"5,889.76","1,120.81",NA,"1,319.42","52,561.20"
2011-12-28,"5,771.27","1,113.31","5,507.40","1,346.47","51,553.20"
2011-12-29,"5,848.78","1,085.59","5,566.77","1,353.39","52,053.62"
2011-12-30,"5,898.35",NA,"5,572.28",NA,"51,266.62"
2012-01-02,"6,075.52","1,107.55",NA,"1,341.56","51,340.96"
2012-01-03,"6,166.57","1,110.42","5,699.91","1,350.45","52,859.07"
2012-01-04,"6,111.55","1,111.53","5,668.45","1,346.60","51,532.56"
2012-01-05,"6,095.99","1,113.23","5,624.26","1,348.80","51,204.58"
2012-01-06,"6,057.92",NA,"5,649.68",NA,"50,182.53"
2012-01-09,"6,017.23","1,115.61","5,612.26","1,335.47","49,836.98"
2012-01-10,"6,162.98","1,134.07","5,696.70","1,340.32","50,781.84"
2012-01-11,"6,152.34","1,122.93","5,670.82","1,333.52","51,410.44"
2012-01-12,"6,179.21","1,128.55","5,662.42","1,327.54","52,154.27"
2012-01-13,"6,143.08",NA,"5,636.64",NA,"51,561.68"
2012-01-16,"6,220.01","1,119.08","5,657.44","1,301.24","52,797.16"
2012-01-17,"6,332.93","1,133.58","5,693.95","1,310.40","53,529.30"
2012-01-18,"6,354.57","1,131.30","5,702.37","1,331.22","54,384.76"
2012-01-19,"6,416.26","1,136.64","5,741.15","1,327.75","54,607.89"
2012-01-20,"6,404.39",NA,"5,728.55",NA,"54,888.55"
2012-01-23,"6,436.62","1,132.48","5,782.56","1,340.70","55,186.21"
2012-01-24,"6,419.22","1,122.70","5,751.90","1,364.03","54,790.84"
2012-01-25,"6,421.85","1,113.74","5,723.00","1,396.04","54,918.68"
2012-01-26,"6,539.85","1,130.25","5,795.20","1,405.82","56,958.83"
2012-01-27,"6,511.98",NA,"5,733.45",NA,"57,356.72"
2012-01-30,"6,444.45","1,113.28","5,671.09","1,405.61","57,811.79"
2012-01-31,"6,458.91","1,119.50","5,681.61","1,435.72","57,171.34"
2012-02-01,"6,616.64","1,123.16","5,790.72","1,453.53","59,215.65"
2012-02-02,"6,655.63","1,121.27","5,796.07","1,435.96","60,051.94"
2012-02-03,"6,766.67",NA,"5,901.07",NA,"60,147.96"
2012-02-06,"6,764.83","1,116.32","5,892.20","1,476.24","60,674.87"
2012-02-07,"6,754.20","1,117.00","5,890.26","1,474.06","60,545.87"
2012-02-08,"6,748.76",NA,"5,875.93","1,482.49","61,178.25"
2012-02-09,"6,788.80",NA,"5,895.47","1,486.90","60,162.52"
2012-02-10,"6,692.96",NA,"5,852.39",NA,"59,332.11"
2012-02-13,"6,738.47","1,119.49","5,905.70","1,521.56","60,557.48"
2012-02-14,"6,728.19","1,112.64","5,899.87","1,539.23","59,662.13"
2012-02-15,"6,757.94","1,114.06","5,892.16","1,522.96","59,847.64"
2012-02-16,"6,751.96","1,105.21","5,885.38","1,516.05","60,030.14"
2012-02-17,"6,848.03",NA,"5,905.07",NA,"61,111.30"
2012-02-20,"6,948.25","1,116.78","5,945.25","1,568.94","61,449.07"
2012-02-21,"6,908.18","1,120.19","5,928.20","1,596.26","61,252.83"
2012-02-22,"6,843.87","1,117.98","5,916.55","1,608.92","60,856.43"
2012-02-23,"6,809.46","1,097.61","5,937.89","1,632.27","59,666.62"
2012-02-24,"6,864.43",NA,"5,935.13",NA,"59,737.53"
2012-02-27,"6,849.60","1,075.05","5,915.55","1,654.20","58,821.82"
2012-02-28,"6,887.63","1,065.07","5,927.91","1,698.22","59,978.49"
2012-02-29,"6,856.08","1,081.35","5,871.51","1,730.43","60,721.23"
2012-03-01,"6,941.77","1,091.98","5,931.25","1,702.01","60,725.88"
2012-03-02,"6,921.37",NA,"5,911.13",NA,"60,902.41"
2012-03-05,"6,866.46","1,092.42","5,874.82","1,754.27","59,685.48"
2012-03-06,"6,633.11","1,076.31","5,765.80","1,689.18","59,143.43"
2012-03-07,"6,671.11","1,079.59","5,791.41","1,607.77","59,479.73"
2012-03-08,"6,834.54",NA,"5,859.73","1,610.48","59,673.75"
2012-03-09,"6,880.21",NA,"5,887.49",NA,"59,280.43"
2012-03-12,"6,901.35","1,073.25","5,892.75","1,667.38","59,009.47"
2012-03-13,"6,995.91","1,080.90","5,955.91","1,682.01","59,389.02"
2012-03-14,"7,079.42","1,111.80","5,945.43","1,691.00","60,835.74"
2012-03-15,"7,144.45","1,109.63","5,940.72","1,683.41","61,279.31"
2012-03-16,"7,157.82",NA,"5,965.58",NA,"62,336.32"
2012-03-19,"7,154.22","1,109.87","5,961.11","1,668.07","62,537.33"
2012-03-20,"7,054.94","1,108.26","5,891.41","1,643.31","62,164.06"
2012-03-21,"7,071.32","1,115.16","5,891.95","1,655.50","62,064.97"
2012-03-22,"6,981.26","1,115.74","5,845.65","1,660.26","61,786.74"
2012-03-23,"6,995.62",NA,"5,854.89",NA,"61,417.44"
2012-03-26,"7,079.23","1,148.96","5,902.70","1,655.46","62,561.47"
2012-03-27,"7,078.90","1,149.43","5,869.55","1,652.44","62,490.95"
2012-03-28,"6,998.80","1,145.60","5,808.99","1,683.18","61,815.10"
2012-03-29,"6,875.15","1,124.85","5,742.03","1,648.87","61,544.94"
2012-03-30,"6,946.83",NA,"5,768.45",NA,"62,423.04"
2012-04-02,"7,056.65","1,135.66","5,874.89","1,654.39","62,969.32"
2012-04-03,"6,982.28","1,146.78","5,838.34","1,693.67","63,284.54"
2012-04-04,"6,784.06","1,141.57","5,703.77","1,703.30","62,463.96"
2012-04-05,"6,775.26","1,144.85","5,723.67","1,686.50","62,062.69"
2012-04-10,"6,606.43","1,138.11","5,595.55","1,678.40","59,987.73"
2012-04-11,"6,674.73","1,130.88","5,634.74","1,672.01","60,709.82"
2012-04-12,"6,743.24",NA,"5,710.46","1,678.74","60,890.09"
2012-04-13,"6,583.90",NA,"5,651.79",NA,"60,582.60"
2012-04-16,"6,625.19","1,131.44","5,666.28","1,649.25","60,478.50"
2012-04-17,"6,801.00","1,145.86","5,766.95","1,649.14","60,652.56"
2012-04-18,"6,732.03","1,142.80","5,745.29","1,642.65","60,131.94"
2012-04-19,"6,671.22","1,153.11","5,744.55","1,638.25","59,848.46"
2012-04-20,"6,750.12",NA,"5,772.15",NA,"60,122.90"
2012-04-23,"6,523.00","1,148.28","5,665.57","1,640.55",NA
2012-04-24,"6,590.41","1,162.95","5,709.49","1,670.05","59,706.03"
2012-04-25,"6,704.50",NA,"5,718.89","1,660.26","59,940.54"
2012-04-26,"6,739.90",NA,"5,748.72","1,651.90","60,677.81"
2012-04-27,"6,801.32",NA,"5,777.11",NA,"60,596.68"
2012-04-30,"6,761.19","1,164.36","5,737.78","1,630.95","60,010.42"
2012-05-02,"6,710.77","1,158.65","5,758.11","1,596.92","58,943.71"
2012-05-03,"6,694.44","1,167.67","5,766.55","1,582.09","59,285.68"
2012-05-04,"6,561.47",NA,"5,655.06",NA,"59,015.69"
2012-05-07,"6,569.48","1,147.72",NA,"1,564.15","58,809.68"
2012-05-08,"6,444.74","1,145.33","5,554.55","1,555.89","58,749.33"
2012-05-09,"6,475.31","1,130.83","5,530.05","1,526.94","58,092.99"
2012-05-10,"6,518.00","1,135.22","5,543.95","1,515.02","58,820.76"
2012-05-11,"6,579.93",NA,"5,575.52",NA,"58,872.62"
2012-05-14,"6,451.97","1,111.48","5,465.52","1,481.95","57,853.86"
2012-05-15,"6,401.06","1,090.88","5,437.62","1,486.36","57,453.05"
2012-05-16,"6,384.26","1,103.59","5,405.25","1,466.08","58,100.85"
2012-05-17,"6,308.96","1,081.74","5,338.38","1,475.58","57,331.17"
2012-05-18,"6,271.22",NA,"5,267.62",NA,"56,935.76"
2012-05-21,"6,331.04","1,064.38","5,304.48","1,488.09","56,539.64"
2012-05-22,"6,435.60","1,065.94","5,403.28","1,496.56","57,079.47"
2012-05-23,"6,285.75","1,045.22","5,266.41","1,480.10","55,734.34"
2012-05-24,"6,315.89","1,050.92","5,350.05","1,479.67","54,916.61"
2012-05-25,"6,339.94",NA,"5,351.53",NA,"54,809.94"
2012-05-28,"6,323.19","1,060.04","5,356.34","1,477.04","54,843.93"
2012-05-29,"6,396.84","1,056.74","5,391.14","1,474.97","55,449.51"
2012-05-30,"6,280.80","1,049.18","5,297.28","1,470.61","55,125.29"
2012-05-31,"6,264.38","1,065.02","5,320.86","1,471.49","55,099.33"
2012-06-01,"6,050.29",NA,"5,260.19",NA,"55,568.37"
2012-06-04,"5,978.23","1,051.57",NA,"1,437.03","55,744.29"
2012-06-05,"5,969.40","1,055.82",NA,"1,449.80","55,799.77"
2012-06-06,"6,093.99","1,069.64","5,384.11","1,455.96","56,248.45"
2012-06-07,"6,144.22","1,089.43","5,447.79","1,463.69","56,695.71"
2012-06-08,"6,130.82",NA,"5,435.08",NA,"57,300.02"
2012-06-11,"6,141.05","1,080.04","5,432.37","1,483.00","57,504.82"
2012-06-12,"6,161.24","1,080.08","5,473.74","1,468.82","58,201.29"
2012-06-13,"6,152.49","1,062.40","5,483.81","1,477.86","58,250.48"
2012-06-14,"6,138.61","1,049.58","5,467.05","1,463.73","58,364.67"
2012-06-15,"6,229.41",NA,"5,478.81",NA,"58,467.79"
2012-06-18,"6,248.20","1,067.52","5,491.09","1,473.64","58,324.86"
2012-06-19,"6,363.36","1,081.53","5,586.31","1,479.20","59,299.68"
2012-06-20,"6,392.13","1,078.77","5,622.29","1,476.57","59,401.26"
2012-06-21,"6,343.13","1,073.46","5,566.36","1,470.45","60,439.83"
2012-06-22,"6,263.25",NA,"5,513.69",NA,"60,451.41"
2012-06-25,"6,132.39","1,065.92","5,450.65","1,456.32","59,479.36"
2012-06-26,"6,136.69","1,064.68","5,446.96","1,454.56","60,126.55"
2012-06-27,"6,228.99","1,066.30","5,523.92","1,452.18","61,184.33"
2012-06-28,"6,149.91","1,057.63","5,493.06","1,451.87","60,822.57"
2012-06-29,"6,416.28",NA,"5,571.15",NA,"62,543.49"
2012-07-02,"6,496.08","1,078.06","5,640.64","1,464.57","61,951.16"
2012-07-03,"6,578.21","1,079.16","5,687.73","1,502.21","62,721.31"
2012-07-04,"6,564.80","1,078.89","5,684.47","1,489.58","62,986.09"
2012-07-05,"6,535.56","1,083.42","5,692.63","1,504.70","61,972.14"
2012-07-06,"6,410.11",NA,"5,662.63",NA,"62,780.58"
2012-07-09,"6,387.57","1,075.67","5,627.33","1,491.95","62,608.13"
2012-07-10,"6,438.33","1,079.01","5,664.07","1,488.39","63,123.95"
2012-07-11,"6,453.85","1,075.05","5,664.48","1,480.18","63,048.76"
2012-07-12,"6,419.35","1,067.22","5,608.25","1,491.08","62,324.64"
2012-07-13,"6,557.10",NA,"5,666.13",NA,"62,662.16"
2012-07-16,"6,565.72","1,056.35","5,662.43","1,516.53","62,675.31"
2012-07-17,"6,577.64","1,059.96","5,629.09","1,529.42","62,472.82"
2012-07-18,"6,684.42","1,057.42","5,685.77","1,546.21","62,444.93"
2012-07-19,"6,758.39","1,079.46","5,714.19","1,535.71","62,340.84"
2012-07-20,"6,630.02",NA,"5,651.77",NA,"61,792.16"
2012-07-23,"6,419.33","1,055.90","5,533.87","1,493.36","60,736.81"
2012-07-24,"6,390.41","1,065.86","5,499.23","1,505.02","61,303.26"
2012-07-25,"6,406.52","1,079.35","5,498.32","1,500.64","61,707.54"
2012-07-26,"6,582.96","1,093.09","5,573.16","1,509.81","63,840.98"
2012-07-27,"6,689.40",NA,"5,627.21",NA,"64,372.81"
2012-07-30,"6,774.06","1,110.57","5,693.63","1,537.89","65,032.05"
2012-07-31,"6,772.26","1,105.79","5,635.28","1,542.64","64,259.54"
2012-08-01,"6,754.46","1,106.56","5,712.82","1,547.86","64,081.17"
2012-08-02,"6,606.09","1,096.01","5,662.30","1,550.62","63,777.91"
2012-08-03,"6,865.66",NA,"5,787.28",NA,"65,303.64"
2012-08-06,"6,918.72","1,097.55","5,808.77","1,559.06","65,576.79"
2012-08-07,"6,967.95","1,109.12","5,841.24","1,556.79","64,938.36"
2012-08-08,"6,966.15","1,110.22","5,845.92","1,555.65","64,698.63"
2012-08-09,"6,964.99","1,107.26","5,851.51","1,572.37","64,501.13"
2012-08-10,"6,944.56",NA,"5,847.11",NA,"65,126.00"
2012-08-13,"6,909.68","1,083.86","5,831.88","1,581.47","65,148.93"
2012-08-14,"6,974.39","1,091.42","5,864.78","1,577.61","64,160.81"
2012-08-15,"6,946.80","1,091.62","5,833.04","1,578.98","64,611.75"
2012-08-16,"6,996.29","1,099.66","5,834.51","1,580.77","64,916.23"
2012-08-17,"7,040.88",NA,"5,852.42",NA,"65,758.47"
2012-08-20,"7,033.68","1,104.87","5,824.37",NA,NA
2012-08-21,"7,089.32","1,118.73","5,857.52",NA,NA
2012-08-22,"7,017.75","1,115.07","5,774.20","1,576.15","66,108.84"
2012-08-23,"6,949.57","1,109.42","5,776.60","1,587.42","66,079.48"
2012-08-24,"6,971.07",NA,"5,776.60",NA,"65,654.31"
2012-08-27,"7,047.45","1,115.76",NA,"1,558.83","65,941.56"
2012-08-28,"7,002.68","1,108.23","5,775.71","1,545.40","66,139.30"
2012-08-29,"7,010.57","1,120.75","5,743.53","1,555.66","66,152.55"
2012-08-30,"6,895.49","1,120.58","5,719.45","1,547.82",NA
2012-08-31,"6,970.79",NA,"5,711.48",NA,"67,367.95"
2012-09-03,"7,014.83","1,119.69","5,758.41","1,547.66","67,208.22"
2012-09-04,"6,932.58","1,113.52","5,672.01","1,554.11","66,898.10"
2012-09-05,"6,964.69","1,113.67","5,657.86","1,550.13","67,559.48"
2012-09-06,"7,167.33","1,112.57","5,777.34","1,555.58","67,714.84"
2012-09-07,"7,214.50",NA,"5,794.80",NA,"67,937.05"
2012-09-10,"7,213.70","1,131.47","5,793.20","1,557.21","68,121.60"
2012-09-11,"7,310.11","1,130.71","5,792.19","1,557.45","68,105.07"
2012-09-12,"7,343.53","1,133.84","5,782.08","1,571.39","68,184.00"
2012-09-13,"7,310.32","1,133.05","5,819.92","1,573.94","67,290.68"
2012-09-14,"7,412.13",NA,"5,915.55",NA,"68,180.49"
2012-09-17,"7,403.69",NA,"5,893.52","1,589.18","68,092.28"
2012-09-18,"7,347.69",NA,"5,868.16","1,591.50","67,600.35"
2012-09-19,"7,390.76","1,138.10","5,888.48","1,616.39","67,114.82"
2012-09-20,"7,389.49","1,138.33","5,854.64","1,605.04","67,001.68"
2012-09-21,"7,451.62",NA,"5,852.62",NA,"67,891.46"
2012-09-24,"7,413.16","1,166.98","5,838.84","1,588.14","67,207.14"
2012-09-25,"7,425.11",NA,"5,859.71","1,591.62","67,809.58"
2012-09-26,"7,276.51",NA,"5,768.09","1,562.92","66,675.67"
2012-09-27,"7,290.02","1,189.25","5,779.42","1,569.50","66,770.56"
2012-09-28,"7,216.15",NA,"5,742.07",NA,"66,396.71"
2012-10-01,"7,326.73",NA,"5,820.45","1,608.94","66,754.88"
2012-10-02,"7,305.86","1,216.35","5,809.45","1,604.02","67,498.20"
2012-10-03,"7,322.08","1,229.82","5,825.81","1,623.24","66,822.36"
2012-10-04,"7,305.21","1,226.23","5,827.78","1,627.35","66,909.38"
2012-10-05,"7,397.87",NA,"5,871.02",NA,"67,383.68"
2012-10-08,"7,291.21",NA,"5,841.74","1,627.09","67,435.37"
2012-10-09,"7,234.53","1,207.55","5,810.25","1,628.39","68,062.86"
2012-10-10,"7,205.23","1,206.41","5,776.71","1,625.52","68,457.58"
2012-10-11,"7,281.70","1,216.86","5,829.75","1,636.12","69,577.60"
2012-10-12,"7,232.49",NA,"5,793.32",NA,"69,603.13"
2012-10-15,"7,261.25","1,228.82","5,805.61","1,635.63","69,769.73"
2012-10-16,"7,376.27","1,233.61","5,870.54","1,646.03","70,281.72"
2012-10-17,"7,394.55","1,233.49","5,910.91","1,643.52","70,686.50"
2012-10-18,"7,437.23","1,217.26","5,917.05","1,654.42","70,355.84"
2012-10-19,"7,380.64",NA,"5,896.15",NA,"70,774.02"
2012-10-22,"7,328.05","1,207.51","5,882.91","1,652.00","71,219.47"
2012-10-23,"7,173.69","1,192.07","5,797.91","1,650.26","70,762.31"
2012-10-24,"7,192.85","1,202.49","5,804.78","1,641.34","70,708.41"
2012-10-25,"7,200.23","1,209.74","5,805.05",NA,NA
2012-10-26,"7,231.85",NA,"5,806.71",NA,NA
2012-10-29,"7,203.16","1,199.61","5,795.10","1,622.10",NA
2012-10-30,"7,284.40","1,209.12","5,849.90","1,622.35","71,716.91"
2012-10-31,"7,260.63","1,214.22","5,782.70","1,619.61","72,528.97"
2012-11-01,"7,335.67","1,219.71","5,861.92","1,623.20","72,552.51"
2012-11-02,"7,363.85",NA,"5,868.55",NA,"71,422.61"
2012-11-05,"7,326.47","1,223.96","5,839.06","1,612.97","72,737.10"
2012-11-06,"7,377.76","1,229.66","5,884.90","1,615.59","72,039.74"
2012-11-07,"7,232.83","1,212.20","5,791.63","1,604.73","71,604.91"
2012-11-08,"7,204.96","1,211.57","5,776.05","1,617.47","72,649.83"
2012-11-09,"7,163.50",NA,"5,769.68",NA,"71,820.28"
2012-11-12,"7,168.76","1,199.41","5,767.27","1,626.22","71,357.03"
2012-11-13,"7,169.12","1,200.33","5,786.25","1,614.85","72,015.20"
2012-11-14,"7,101.92","1,189.22","5,722.01","1,616.81","71,325.57"
2012-11-15,"7,043.42","1,181.76","5,677.75",NA,"71,597.22"
2012-11-16,"6,950.53",NA,"5,605.59",NA,"70,790.51"
2012-11-19,"7,123.84","1,206.13","5,737.66","1,579.12","70,607.40"
2012-11-20,"7,172.99","1,204.90","5,748.10","1,591.40","70,636.74"
2012-11-21,"7,184.71","1,208.66","5,752.03","1,599.92","70,460.76"
2012-11-22,"7,244.99","1,211.03","5,791.03","1,596.54","69,926.07"
2012-11-23,"7,309.13",NA,"5,819.14",NA,"71,004.31"
2012-11-26,"7,292.03","1,229.60","5,786.72","1,589.02","71,866.85"
2012-11-27,"7,332.33","1,235.46","5,799.71","1,591.46","71,999.71"
2012-11-28,"7,343.41","1,226.13","5,803.28","1,588.77","71,974.49"
2012-11-29,"7,400.96","1,229.97","5,870.30","1,607.90","72,448.89"
2012-11-30,"7,405.50",NA,"5,866.82",NA,"73,058.51"
2012-12-03,"7,435.21","1,232.34","5,871.24",NA,"74,298.91"
2012-12-04,"7,435.12","1,225.31","5,869.04","1,611.45","75,522.65"
2012-12-05,"7,454.55","1,230.66","5,892.08","1,610.76","76,038.35"
2012-12-06,"7,534.54","1,228.53","5,901.42","1,609.63","75,785.58"
2012-12-07,"7,517.80",NA,"5,914.40",NA,"76,242.20"
2012-12-10,"7,530.92","1,234.29","5,921.63","1,613.47","76,734.40"
2012-12-11,"7,589.75","1,244.51","5,924.97","1,588.87","76,814.77"
2012-12-12,"7,614.79","1,244.45","5,945.85","1,587.45","77,404.37"
2012-12-13,"7,581.98","1,230.88","5,929.61","1,584.52","76,963.34"
2012-12-14,"7,596.47",NA,"5,921.76",NA,"76,293.15"
2012-12-17,"7,604.94","1,211.65","5,912.15","1,591.54","77,466.90"
2012-12-18,"7,653.58","1,216.39","5,935.90","1,589.48","77,298.45"
2012-12-19,"7,668.50","1,226.34","5,961.59","1,591.57","76,810.26"
2012-12-20,"7,672.10","1,220.74","5,958.34","1,601.39","76,814.43"
2012-12-21,"7,636.23",NA,"5,939.99",NA,"76,684.74"
2012-12-27,"7,655.88","1,184.12","5,954.30","1,610.84","78,454.19"
2012-12-28,"7,612.39",NA,"5,925.37",NA,"78,579.08"
2013-01-02,"7,778.78","1,221.31","6,027.37","1,666.87","79,642.08"
2013-01-03,"7,756.44","1,210.62","6,047.34","1,681.75","80,033.33"
2013-01-04,"7,776.37",NA,"6,089.84",NA,"79,563.95"
2013-01-07,"7,732.66","1,206.78","6,064.58","1,691.82","80,224.41"
2013-01-08,"7,695.83","1,203.97","6,053.63","1,727.29","80,161.71"
2013-01-09,"7,720.47","1,210.26","6,098.65","1,745.17","81,149.13"
2013-01-10,"7,708.47","1,224.11","6,101.51","1,756.22","80,837.46"
2013-01-11,"7,715.53",NA,"6,121.58",NA,"81,033.52"
2013-01-14,"7,729.52","1,219.33","6,107.86","1,735.74","81,990.01"
2013-01-15,"7,675.91","1,210.24","6,117.31","1,734.62","82,406.13"
2013-01-16,"7,691.13","1,208.65","6,103.98","1,741.31","84,082.15"
2013-01-17,"7,735.46","1,207.67","6,132.36","1,774.92","84,860.26"
2013-01-18,"7,702.23",NA,"6,154.41",NA,"85,004.87"
2013-01-21,"7,748.86","1,193.01","6,180.98","1,786.46","85,281.53"
2013-01-22,"7,696.21",NA,"6,179.17","1,777.19","85,646.87"
2013-01-23,"7,707.54","1,204.65","6,197.64","1,792.30","86,340.97"
2013-01-24,"7,748.13","1,196.34","6,264.91",NA,"86,437.89"
2013-01-25,"7,857.97",NA,"6,284.45",NA,"84,755.10"
2013-01-28,"7,833.00","1,197.34","6,294.41","1,821.30","81,165.81"
2013-01-29,"7,848.57","1,186.50","6,339.19","1,853.17","82,178.34"
2013-01-30,"7,811.31","1,176.67","6,323.11","1,874.02","78,982.94"
2013-01-31,"7,776.05","1,177.36","6,276.88","1,887.59","78,783.47"
2013-02-01,"7,833.39",NA,"6,347.24",NA,"80,221.68"
2013-02-04,"7,638.23","1,195.58","6,246.84","1,864.66","80,722.66"
2013-02-05,"7,664.66","1,205.01","6,282.76","1,868.74","80,309.85"
2013-02-06,"7,581.18","1,202.88","6,295.34","1,870.67","80,054.41"
2013-02-07,"7,590.85","1,210.46","6,228.42","1,859.56","78,149.29"
2013-02-08,"7,652.14",NA,"6,263.93",NA,"78,683.99"
2013-02-11,"7,633.74","1,218.38","6,277.06","1,897.02","77,255.83"
2013-02-12,"7,660.19","1,229.00","6,338.38","1,888.01","78,078.81"
2013-02-13,"7,711.89","1,225.38","6,359.11","1,903.46","77,943.39"
2013-02-14,"7,631.19","1,220.71","6,327.36","1,893.97","77,580.50"
2013-02-15,"7,593.51",NA,"6,328.26",NA,"78,081.40"
2013-02-18,"7,628.73","1,218.47","6,318.19","1,881.89","77,907.51"
2013-02-19,"7,752.45","1,224.72","6,379.07","1,914.43","78,274.87"
2013-02-20,"7,728.90","1,241.90","6,395.37","1,922.87","78,891.26"
2013-02-21,"7,583.57","1,218.00","6,291.54","1,923.13","77,269.15"
2013-02-22,"7,661.91",NA,"6,335.70",NA,"75,898.69"
2013-02-25,"7,773.19","1,220.67","6,355.37","1,944.01","76,670.32"
2013-02-26,"7,597.11","1,217.90","6,270.44","1,925.20","77,514.33"
2013-02-27,"7,675.83","1,214.93","6,325.88","1,938.88","78,166.25"
2013-02-28,"7,741.70","1,221.47","6,360.81","1,927.10","79,333.67"
2013-03-01,"7,708.16",NA,"6,378.60",NA,"79,867.54"
2013-03-04,"7,691.68","1,217.96","6,345.63","1,899.10","80,612.21"
2013-03-05,"7,870.31","1,226.21","6,431.95","1,876.62","81,051.21"
2013-03-06,"7,919.33","1,228.23","6,427.64","1,874.50","82,173.98"
2013-03-07,"7,939.77","1,226.89","6,439.16","1,882.07","81,834.73"
2013-03-08,"7,986.47",NA,"6,483.58",NA,"83,541.62"
2013-03-11,"7,984.29","1,236.98","6,503.63","1,930.10","83,119.65"
2013-03-12,"7,966.12","1,240.78","6,510.62","1,938.91","83,347.54"
2013-03-13,"7,970.91","1,240.06","6,481.50","1,922.04","82,619.05"
2013-03-14,"8,058.37","1,240.51","6,529.41","1,916.21","81,981.58"
2013-03-15,"8,042.85",NA,"6,489.65",NA,"83,115.48"
2013-03-18,"8,010.70","1,244.64","6,457.92","1,892.24","83,378.82"
2013-03-19,"7,947.79","1,248.96","6,441.32","1,911.98","82,286.32"
2013-03-20,"8,001.97","1,249.37","6,432.70","1,897.98","82,160.84"
2013-03-21,"7,932.51","1,239.09","6,388.55","1,909.92","82,373.94"
2013-03-22,"7,911.35",NA,"6,392.76",NA,"82,452.04"
2013-03-25,"7,870.90",NA,"6,378.38","1,900.84","82,765.64"
2013-03-26,"7,879.67",NA,"6,399.37","1,865.94","83,970.92"
2013-03-27,"7,789.09","1,243.95","6,387.56","1,836.71","84,195.16"
2013-03-28,"7,795.31","1,237.67","6,411.74","1,844.89","85,253.95"
